"Tweet Id","Media Id","Media URL","Tweet URL"
"""1220112032613257216""","""1220109688525795331""",https://video.twimg.com/amplify_video/1220109688525795331/pl/GioIBVL83p9o-jMf.m3u8?tag=13,https://t.co/VMZg4VuxqR
"""1219656296821067777""","""1219656213874597890""",https://video.twimg.com/ext_tw_video/1219656213874597890/pu/pl/D13VcXmYjnpycPKI.m3u8?tag=10,https://t.co/J8k96Dib7m
"""1219434507885076481""","""1219434452302147585""",https://video.twimg.com/ext_tw_video/1219434452302147585/pu/pl/A-36qZySmo04yj1m.m3u8?tag=10,https://t.co/uj1w298Wxt
"""1218965260926963715""","""1218964620834234371""",https://video.twimg.com/ext_tw_video/1218964620834234371/pu/vid/480x270/r4SlJJQVMPoe_T09.mp4?tag=10,https://t.co/BFyLPDbfJF
"""1218921301441683456""","""1218920667548213248""",https://video.twimg.com/ext_tw_video/1218920667548213248/pu/vid/480x270/vfZvCXTN9YzbK1f2.mp4?tag=10,https://t.co/ZfNlkvLBY2
"""1218604902391394305""","""1218604829422936064""",https://video.twimg.com/ext_tw_video/1218604829422936064/pu/vid/720x720/Dpc2gTubKJ-_U2v3.mp4?tag=10,https://t.co/ITp7HlDVZK
"""1218265603863126016""","""1218265542286565377""",https://video.twimg.com/ext_tw_video/1218265542286565377/pu/vid/720x720/QwkC3giY0g8lp6Ca.mp4?tag=10,https://t.co/jw0MlkBH50
"""1217944931341422600""","""1217944842107543553""",https://video.twimg.com/ext_tw_video/1217944842107543553/pu/pl/kU9T1ZidokNvJXnv.m3u8?tag=10,https://t.co/JjxnNmXV7R
"""1217525630746660865""","""1217525048212434944""",https://video.twimg.com/amplify_video/1217525048212434944/vid/480x270/__cyhsqZXVlFQ0jB.mp4?tag=13,https://t.co/zfZhba9ZgN
"""1217523502586220545""","""1217519381590216704""",https://video.twimg.com/amplify_video/1217519381590216704/vid/480x270/Hsn3ZQ401cbYymET.mp4?tag=13,https://t.co/by92HuOX9C
"""1217522340222906368""","""1217522225718403074""",https://video.twimg.com/ext_tw_video/1217522225718403074/pu/vid/480x270/kxJkytfITxNTbFFE.mp4?tag=10,https://t.co/xKBrJNQQOU
"""1217288959623073792""","""1217288879415463941""",https://video.twimg.com/ext_tw_video/1217288879415463941/pu/vid/480x270/KgcRj8aX4czs3cK6.mp4?tag=10,https://t.co/B4ja4u3WDM
"""1216766468228026370""","""1216765820065525767""",https://video.twimg.com/amplify_video/1216765820065525767/vid/480x270/wa0BO8gnl3nPQ3oX.mp4?tag=13,https://t.co/a0Uk9I1lkp
"""1216758935761432576""","""1216582375058165761""",https://video.twimg.com/amplify_video/1216582375058165761/vid/720x720/-UaUv2f_dBOgRvJE.mp4?tag=13,https://t.co/gIc2ds6N4j
"""1216753676372652034""","""1216753524874399746""",https://video.twimg.com/ext_tw_video/1216753524874399746/pu/vid/720x720/K6tIT4jMrQwreVg1.mp4?tag=10,https://t.co/bNkxAFaWIu
"""1216587357652242432""","""1216582375058165761""",https://video.twimg.com/amplify_video/1216582375058165761/vid/720x720/-UaUv2f_dBOgRvJE.mp4?tag=13,https://t.co/MfySREWd8u
"""1213844361043218433""","""1213844329598337024""",https://video.twimg.com/ext_tw_video/1213844329598337024/pu/vid/320x320/-G-yjVpBAai-XG0C.mp4?tag=10,https://t.co/aa5GLaDdJF
"""1213538616556871683""","""1213538559904374789""",https://video.twimg.com/ext_tw_video/1213538559904374789/pu/vid/640x360/hSwARW0Je10IRqdp.mp4?tag=10,https://t.co/XqVKkOPqWO
"""1213538344971489282""","""1213538245046423558""",https://video.twimg.com/ext_tw_video/1213538245046423558/pu/vid/1280x720/8rZ1mYuMvKtlV2To.mp4?tag=10,https://t.co/fbHgKtAcwf
"""1213515768752693249""","""1213515648812408832""",https://video.twimg.com/ext_tw_video/1213515648812408832/pu/vid/640x360/e5w-sLExlPNF17g8.mp4?tag=10,https://t.co/NVi7UA5fg1
"""1211028109262241794""","""1211028081751789569""",https://video.twimg.com/ext_tw_video/1211028081751789569/pu/vid/320x320/BQ0LY2NH_D4b9WPb.mp4?tag=10,https://t.co/mc1PRNvj7a
"""1207647052345282560""","""1207646980266168321""",https://video.twimg.com/ext_tw_video/1207646980266168321/pu/vid/320x564/ek0pHJq2x9Ke-NAo.mp4?tag=10,https://t.co/kA2zazjiOl
